IsSpam,Pivot Question Value Numeric,Pivot Question,Pivot Question Value,Table Names,StartDate,EndDate,Status Response Type,IPAddress,Duration (in seconds),Finished,RecordedDate,ResponseID,LocationLatitude,LocationLongitude,DistributionChannel,Q2 How old are you?,Q3 What do you consider your race or ethnicity? (Optional),Q1 What is your gender? (Optional),Q4 Are you vaccinated against COVID-19?,Q5 There can be a variety of reasons why individuals like you have not received a COVID-19 vaccination,"Q6 If there were more vaccine choices available, would you consider getting one?","Q7 If there was a vaccine developed with more conventional methods, used in common vaccines for many years, would that appeal t","Q9 If there was a vaccine with less side effects, would that appeal to you more than the currently available vaccines?",State,County
False,1,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Very Unlikely,survey3-geocoded.csv,12/10/2021 3:14:45 PM,12/10/2021 3:15:16 PM,IP Address,107.127.7.61,30,True,12/10/2021 3:15:16 PM,R_2ByzRVrqMRuPOpR,39.958694458,-82.998703003,anonymous,25-40,Caucasian,Male,No,I don’t think the current vaccines are safe.,No,No,No,Ohio,Franklin County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/10/2021 3:14:48 PM,12/10/2021 3:15:42 PM,IP Address,75.109.37.149,53,True,12/10/2021 3:15:42 PM,R_1ohxrIXHgvHogOG,38.409606934,-81.674697876,anonymous,40-60,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,No,West Virginia,Kanawha County
False,4,Q13 If there was a vaccine developed using more conventional methods would you get it?,Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:14:48 PM,12/10/2021 3:15:42 PM,IP Address,75.109.37.149,53,True,12/10/2021 3:15:42 PM,R_1ohxrIXHgvHogOG,38.409606934,-81.674697876,anonymous,40-60,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,No,West Virginia,Kanawha County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:14:48 PM,12/10/2021 3:15:42 PM,IP Address,75.109.37.149,53,True,12/10/2021 3:15:42 PM,R_1ohxrIXHgvHogOG,38.409606934,-81.674697876,anonymous,40-60,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,No,West Virginia,Kanawha County
False,3,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:14:48 PM,12/10/2021 3:15:42 PM,IP Address,75.109.37.149,53,True,12/10/2021 3:15:42 PM,R_1ohxrIXHgvHogOG,38.409606934,-81.674697876,anonymous,40-60,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,No,West Virginia,Kanawha County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/10/2021 3:15:25 PM,12/10/2021 3:15:49 PM,IP Address,24.127.192.110,24,True,12/10/2021 3:15:50 PM,R_zTkZQGjeBELn73z,43.021301270,-85.606399536,anonymous,25-40,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,Michigan,Kent County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/10/2021 3:15:25 PM,12/10/2021 3:15:49 PM,IP Address,24.127.192.110,24,True,12/10/2021 3:15:50 PM,R_zTkZQGjeBELn73z,43.021301270,-85.606399536,anonymous,25-40,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,Michigan,Kent County
False,2,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Unlikely,survey3-geocoded.csv,12/10/2021 3:15:25 PM,12/10/2021 3:15:49 PM,IP Address,24.127.192.110,24,True,12/10/2021 3:15:50 PM,R_zTkZQGjeBELn73z,43.021301270,-85.606399536,anonymous,25-40,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,Michigan,Kent County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:15:25 PM,12/10/2021 3:15:49 PM,IP Address,24.127.192.110,24,True,12/10/2021 3:15:50 PM,R_zTkZQGjeBELn73z,43.021301270,-85.606399536,anonymous,25-40,Caucasian,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,Michigan,Kent County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/10/2021 3:14:34 PM,12/10/2021 3:15:50 PM,IP Address,184.54.139.126,76,True,12/10/2021 3:15:51 PM,R_1oiKAkv0d9KDLiB,39.069702148,-84.291603088,anonymous,40-60,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,Yes,Yes,Ohio,Clermont County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/10/2021 3:14:34 PM,12/10/2021 3:15:50 PM,IP Address,184.54.139.126,76,True,12/10/2021 3:15:51 PM,R_1oiKAkv0d9KDLiB,39.069702148,-84.291603088,anonymous,40-60,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,Yes,Yes,Ohio,Clermont County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:14:34 PM,12/10/2021 3:15:50 PM,IP Address,184.54.139.126,76,True,12/10/2021 3:15:51 PM,R_1oiKAkv0d9KDLiB,39.069702148,-84.291603088,anonymous,40-60,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,Yes,Yes,Ohio,Clermont County
False,3,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:14:34 PM,12/10/2021 3:15:50 PM,IP Address,184.54.139.126,76,True,12/10/2021 3:15:51 PM,R_1oiKAkv0d9KDLiB,39.069702148,-84.291603088,anonymous,40-60,Caucasian,Female,No,I am unwilling to get a COVID vaccine.,No,Yes,Yes,Ohio,Clermont County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/10/2021 3:15:26 PM,12/10/2021 3:16:14 PM,IP Address,72.174.174.170,48,True,12/10/2021 3:16:15 PM,R_1LkeoezdNrZBrGb,37.472503662,-105.879600525,anonymous,25-40,Caucasian,Male,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.,I already have natural immunity from previous infection.",No,No,No,Colorado,Alamosa County
False,1,Q13 If there was a vaccine developed using more conventional methods would you get it?,Very Unlikely,survey3-geocoded.csv,12/10/2021 3:15:26 PM,12/10/2021 3:16:14 PM,IP Address,72.174.174.170,48,True,12/10/2021 3:16:15 PM,R_1LkeoezdNrZBrGb,37.472503662,-105.879600525,anonymous,25-40,Caucasian,Male,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.,I already have natural immunity from previous infection.",No,No,No,Colorado,Alamosa County
False,1,"Q14 If there was a vaccine with less side effects, would you get it?",Very Unlikely,survey3-geocoded.csv,12/10/2021 3:15:26 PM,12/10/2021 3:16:14 PM,IP Address,72.174.174.170,48,True,12/10/2021 3:16:15 PM,R_1LkeoezdNrZBrGb,37.472503662,-105.879600525,anonymous,25-40,Caucasian,Male,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.,I already have natural immunity from previous infection.",No,No,No,Colorado,Alamosa County
False,1,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Very Unlikely,survey3-geocoded.csv,12/10/2021 3:15:26 PM,12/10/2021 3:16:14 PM,IP Address,72.174.174.170,48,True,12/10/2021 3:16:15 PM,R_1LkeoezdNrZBrGb,37.472503662,-105.879600525,anonymous,25-40,Caucasian,Male,No,"I am unwilling to get a COVID vaccine.,I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.,I already have natural immunity from previous infection.",No,No,No,Colorado,Alamosa County
False,1,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Unlikely,survey3-geocoded.csv,12/10/2021 3:12:46 PM,12/10/2021 3:16:22 PM,IP Address,73.216.101.94,216,True,12/10/2021 3:16:22 PM,R_2xIUxzomw0MPGbP,37.453201294,-79.109100342,anonymous,25-40,Caucasian,Male,No,I don’t think the current vaccines are safe.,No,Yes,Yes,Virginia,Amherst County
False,5,Q13 If there was a vaccine developed using more conventional methods would you get it?,Very Likely,survey3-geocoded.csv,12/10/2021 3:12:46 PM,12/10/2021 3:16:22 PM,IP Address,73.216.101.94,216,True,12/10/2021 3:16:22 PM,R_2xIUxzomw0MPGbP,37.453201294,-79.109100342,anonymous,25-40,Caucasian,Male,No,I don’t think the current vaccines are safe.,No,Yes,Yes,Virginia,Amherst County
False,5,"Q14 If there was a vaccine with less side effects, would you get it?",Very Likely,survey3-geocoded.csv,12/10/2021 3:12:46 PM,12/10/2021 3:16:22 PM,IP Address,73.216.101.94,216,True,12/10/2021 3:16:22 PM,R_2xIUxzomw0MPGbP,37.453201294,-79.109100342,anonymous,25-40,Caucasian,Male,No,I don’t think the current vaccines are safe.,No,Yes,Yes,Virginia,Amherst County
False,5,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Very Likely,survey3-geocoded.csv,12/10/2021 3:12:46 PM,12/10/2021 3:16:22 PM,IP Address,73.216.101.94,216,True,12/10/2021 3:16:22 PM,R_2xIUxzomw0MPGbP,37.453201294,-79.109100342,anonymous,25-40,Caucasian,Male,No,I don’t think the current vaccines are safe.,No,Yes,Yes,Virginia,Amherst County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/10/2021 3:15:08 PM,12/10/2021 3:16:47 PM,IP Address,174.110.78.185,99,True,12/10/2021 3:16:48 PM,R_21tw0dUru9Qml1c,35.001007080,-78.934501648,anonymous,25-40,African,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,North Carolina,Cumberland County
False,4,Q13 If there was a vaccine developed using more conventional methods would you get it?,Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:15:08 PM,12/10/2021 3:16:47 PM,IP Address,174.110.78.185,99,True,12/10/2021 3:16:48 PM,R_21tw0dUru9Qml1c,35.001007080,-78.934501648,anonymous,25-40,African,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,North Carolina,Cumberland County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:15:08 PM,12/10/2021 3:16:47 PM,IP Address,174.110.78.185,99,True,12/10/2021 3:16:48 PM,R_21tw0dUru9Qml1c,35.001007080,-78.934501648,anonymous,25-40,African,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,North Carolina,Cumberland County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:15:08 PM,12/10/2021 3:16:47 PM,IP Address,174.110.78.185,99,True,12/10/2021 3:16:48 PM,R_21tw0dUru9Qml1c,35.001007080,-78.934501648,anonymous,25-40,African,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,North Carolina,Cumberland County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/10/2021 3:16:22 PM,12/10/2021 3:17:13 PM,IP Address,47.208.23.145,50,True,12/10/2021 3:17:13 PM,R_78uYZU9dMnyRkoV,40.946502686,-124.083404541,anonymous,60+,Caucasian,,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,California,Humboldt County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/10/2021 3:16:22 PM,12/10/2021 3:17:13 PM,IP Address,47.208.23.145,50,True,12/10/2021 3:17:13 PM,R_78uYZU9dMnyRkoV,40.946502686,-124.083404541,anonymous,60+,Caucasian,,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,California,Humboldt County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:16:22 PM,12/10/2021 3:17:13 PM,IP Address,47.208.23.145,50,True,12/10/2021 3:17:13 PM,R_78uYZU9dMnyRkoV,40.946502686,-124.083404541,anonymous,60+,Caucasian,,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,California,Humboldt County
False,3,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:16:22 PM,12/10/2021 3:17:13 PM,IP Address,47.208.23.145,50,True,12/10/2021 3:17:13 PM,R_78uYZU9dMnyRkoV,40.946502686,-124.083404541,anonymous,60+,Caucasian,,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,California,Humboldt County
False,4,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:15:13 PM,12/10/2021 3:17:14 PM,IP Address,67.149.146.48,120,True,12/10/2021 3:17:14 PM,R_2rN3qAXsvULjDlH,42.557998657,-82.998001099,anonymous,25-40,Caucasian,,No,I am unwilling to get a COVID vaccine.,Maybe,Yes,No,Michigan,Macomb County
False,4,Q13 If there was a vaccine developed using more conventional methods would you get it?,Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:15:13 PM,12/10/2021 3:17:14 PM,IP Address,67.149.146.48,120,True,12/10/2021 3:17:14 PM,R_2rN3qAXsvULjDlH,42.557998657,-82.998001099,anonymous,25-40,Caucasian,,No,I am unwilling to get a COVID vaccine.,Maybe,Yes,No,Michigan,Macomb County
False,4,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:15:13 PM,12/10/2021 3:17:14 PM,IP Address,67.149.146.48,120,True,12/10/2021 3:17:14 PM,R_2rN3qAXsvULjDlH,42.557998657,-82.998001099,anonymous,25-40,Caucasian,,No,I am unwilling to get a COVID vaccine.,Maybe,Yes,No,Michigan,Macomb County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:15:13 PM,12/10/2021 3:17:14 PM,IP Address,67.149.146.48,120,True,12/10/2021 3:17:14 PM,R_2rN3qAXsvULjDlH,42.557998657,-82.998001099,anonymous,25-40,Caucasian,,No,I am unwilling to get a COVID vaccine.,Maybe,Yes,No,Michigan,Macomb County
False,5,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Likely,survey3-geocoded.csv,12/10/2021 3:16:07 PM,12/10/2021 3:17:21 PM,IP Address,107.77.197.195,74,True,12/10/2021 3:17:22 PM,R_1o12WLifIImHb03,32.779693604,-96.802200317,anonymous,40-60,Caucasian,Female,No,I just haven’t got around to it.,Yes,Yes,Yes,Texas,Dallas County
False,5,Q13 If there was a vaccine developed using more conventional methods would you get it?,Very Likely,survey3-geocoded.csv,12/10/2021 3:16:07 PM,12/10/2021 3:17:21 PM,IP Address,107.77.197.195,74,True,12/10/2021 3:17:22 PM,R_1o12WLifIImHb03,32.779693604,-96.802200317,anonymous,40-60,Caucasian,Female,No,I just haven’t got around to it.,Yes,Yes,Yes,Texas,Dallas County
False,5,"Q14 If there was a vaccine with less side effects, would you get it?",Very Likely,survey3-geocoded.csv,12/10/2021 3:16:07 PM,12/10/2021 3:17:21 PM,IP Address,107.77.197.195,74,True,12/10/2021 3:17:22 PM,R_1o12WLifIImHb03,32.779693604,-96.802200317,anonymous,40-60,Caucasian,Female,No,I just haven’t got around to it.,Yes,Yes,Yes,Texas,Dallas County
False,5,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Very Likely,survey3-geocoded.csv,12/10/2021 3:16:07 PM,12/10/2021 3:17:21 PM,IP Address,107.77.197.195,74,True,12/10/2021 3:17:22 PM,R_1o12WLifIImHb03,32.779693604,-96.802200317,anonymous,40-60,Caucasian,Female,No,I just haven’t got around to it.,Yes,Yes,Yes,Texas,Dallas County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/10/2021 3:15:47 PM,12/10/2021 3:17:34 PM,IP Address,73.61.22.152,107,True,12/10/2021 3:17:34 PM,R_3nCt3auw16hpmHo,42.676406860,-71.317100525,anonymous,40-60,Caucasian,Female,No,I just haven’t got around to it.,Maybe,No,Yes,Massachusetts,Middlesex County
False,3,Q13 If there was a vaccine developed using more conventional methods would you get it?,Unsure,survey3-geocoded.csv,12/10/2021 3:15:47 PM,12/10/2021 3:17:34 PM,IP Address,73.61.22.152,107,True,12/10/2021 3:17:34 PM,R_3nCt3auw16hpmHo,42.676406860,-71.317100525,anonymous,40-60,Caucasian,Female,No,I just haven’t got around to it.,Maybe,No,Yes,Massachusetts,Middlesex County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:15:47 PM,12/10/2021 3:17:34 PM,IP Address,73.61.22.152,107,True,12/10/2021 3:17:34 PM,R_3nCt3auw16hpmHo,42.676406860,-71.317100525,anonymous,40-60,Caucasian,Female,No,I just haven’t got around to it.,Maybe,No,Yes,Massachusetts,Middlesex County
False,3,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:15:47 PM,12/10/2021 3:17:34 PM,IP Address,73.61.22.152,107,True,12/10/2021 3:17:34 PM,R_3nCt3auw16hpmHo,42.676406860,-71.317100525,anonymous,40-60,Caucasian,Female,No,I just haven’t got around to it.,Maybe,No,Yes,Massachusetts,Middlesex County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/10/2021 3:15:48 PM,12/10/2021 3:17:36 PM,IP Address,70.114.251.13,107,True,12/10/2021 3:17:36 PM,R_25TOEiJgQIwAGrW,30.171997070,-97.878402710,anonymous,40-60,African,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,Texas,Travis County
False,4,Q13 If there was a vaccine developed using more conventional methods would you get it?,Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:15:48 PM,12/10/2021 3:17:36 PM,IP Address,70.114.251.13,107,True,12/10/2021 3:17:36 PM,R_25TOEiJgQIwAGrW,30.171997070,-97.878402710,anonymous,40-60,African,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,Texas,Travis County
False,3,"Q14 If there was a vaccine with less side effects, would you get it?",Unsure,survey3-geocoded.csv,12/10/2021 3:15:48 PM,12/10/2021 3:17:36 PM,IP Address,70.114.251.13,107,True,12/10/2021 3:17:36 PM,R_25TOEiJgQIwAGrW,30.171997070,-97.878402710,anonymous,40-60,African,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,Texas,Travis County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:15:48 PM,12/10/2021 3:17:36 PM,IP Address,70.114.251.13,107,True,12/10/2021 3:17:36 PM,R_25TOEiJgQIwAGrW,30.171997070,-97.878402710,anonymous,40-60,African,Female,No,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Yes,Texas,Travis County
False,5,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Very Likely,survey3-geocoded.csv,12/10/2021 3:19:47 PM,12/10/2021 3:21:16 PM,IP Address,97.79.15.19,88,True,12/10/2021 3:21:16 PM,R_1jUR2OmcS6rh5nk,27.867294312,-82.709098816,anonymous,40-60,Caucasian,Female,No,Other,Yes,Yes,Yes,Florida,Pinellas County
False,5,Q13 If there was a vaccine developed using more conventional methods would you get it?,Very Likely,survey3-geocoded.csv,12/10/2021 3:19:47 PM,12/10/2021 3:21:16 PM,IP Address,97.79.15.19,88,True,12/10/2021 3:21:16 PM,R_1jUR2OmcS6rh5nk,27.867294312,-82.709098816,anonymous,40-60,Caucasian,Female,No,Other,Yes,Yes,Yes,Florida,Pinellas County
False,5,"Q14 If there was a vaccine with less side effects, would you get it?",Very Likely,survey3-geocoded.csv,12/10/2021 3:19:47 PM,12/10/2021 3:21:16 PM,IP Address,97.79.15.19,88,True,12/10/2021 3:21:16 PM,R_1jUR2OmcS6rh5nk,27.867294312,-82.709098816,anonymous,40-60,Caucasian,Female,No,Other,Yes,Yes,Yes,Florida,Pinellas County
False,5,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Very Likely,survey3-geocoded.csv,12/10/2021 3:19:47 PM,12/10/2021 3:21:16 PM,IP Address,97.79.15.19,88,True,12/10/2021 3:21:16 PM,R_1jUR2OmcS6rh5nk,27.867294312,-82.709098816,anonymous,40-60,Caucasian,Female,No,Other,Yes,Yes,Yes,Florida,Pinellas County
False,3,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Unsure,survey3-geocoded.csv,12/10/2021 3:22:37 PM,12/10/2021 3:23:22 PM,IP Address,172.58.128.80,45,True,12/10/2021 3:23:23 PM,R_2ExVsXowczRAtzL,25.952392578,-80.218399048,anonymous,40-60,Caucasian,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Florida,Miami-Dade County
False,4,Q13 If there was a vaccine developed using more conventional methods would you get it?,Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:22:37 PM,12/10/2021 3:23:22 PM,IP Address,172.58.128.80,45,True,12/10/2021 3:23:23 PM,R_2ExVsXowczRAtzL,25.952392578,-80.218399048,anonymous,40-60,Caucasian,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Florida,Miami-Dade County
False,4,"Q14 If there was a vaccine with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:22:37 PM,12/10/2021 3:23:22 PM,IP Address,172.58.128.80,45,True,12/10/2021 3:23:23 PM,R_2ExVsXowczRAtzL,25.952392578,-80.218399048,anonymous,40-60,Caucasian,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Florida,Miami-Dade County
False,4,"Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",Somewhat Likely,survey3-geocoded.csv,12/10/2021 3:22:37 PM,12/10/2021 3:23:22 PM,IP Address,172.58.128.80,45,True,12/10/2021 3:23:23 PM,R_2ExVsXowczRAtzL,25.952392578,-80.218399048,anonymous,40-60,Caucasian,Male,No,I don’t think the current vaccines are safe.,Maybe,Yes,Yes,Florida,Miami-Dade County
