StartDate Start Date,EndDate End Date,Status Response Type,IPAddress IP Address,Progress,Duration (in seconds),Finished,RecordedDate Recorded Date,ResponseId Response ID,RecipientLastName Recipient Last Name,RecipientFirstName Recipient First Name,RecipientEmail Recipient Email,ExternalReference External Data Reference,LocationLatitude Location Latitude,LocationLongitude Location Longitude,DistributionChannel Distribution Channel,UserLanguage User Language,Q_RecaptchaScore,Q2 How old are you?,Q3 What do you consider your race or ethnicity? (Optional),Q1 What is your gender? (Optional),Q4 Are you vaccinated against COVID-19?,"Q12 Given the current vaccines, how likely are you to get vaccinated?",Q5 There can be a variety of reasons why individuals like you have not received a COVID-19 vaccination,"Q6 If there were more vaccine choices available, would you consider getting one?","Q7 If there was a vaccine developed with more conventional methods, used in common vaccines for many years, would that appeal to you more than the currently available vaccines?",Q13 If there was a vaccine developed using more conventional methods would you get it?,"Q9 If there was a vaccine with less side effects, would that appeal to you more than the currently available vaccines?","Q14 If there was a vaccine with less side effects, would you get it?","Q15 If there was a vaccine developed using conventional methods, with less side effects, would you get it?",psid,PID,Create New Field or Choose From Dropdown...,state,county
2021-11-23 13:07:56,2021-11-23 13:08:04,IP Address,68.57.164.242,100,8,True,2021-11-23 13:08:04,R_3iPXRv2neNA24n1,,,,,30.6797943115234375,-88.2913970947265625,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq7PU3WFljnCdA**,,,Alabama,Mobile County
2021-11-23 13:07:52,2021-11-23 13:08:07,IP Address,172.116.81.212,100,15,True,2021-11-23 13:08:07,R_3imUaW4cYNPoxco,,,,,34.0717926025390625,-117.697296142578125,anonymous,EN,,18-25,African,Female,Yes,,,,,,,,,1q6tBuaQxq7fqpe8uPm-ew**,,,California,San Bernardino County
2021-11-23 13:07:59,2021-11-23 13:08:08,IP Address,47.187.204.193,100,9,True,2021-11-23 13:08:08,R_27lLlCF9VBD3lrr,,,,,33.080902099609375,-96.72409820556640625,anonymous,EN,,60+,Asian,Male,Yes,,,,,,,,,1q6tBuaQxq4erBsR93Ex9Q**,,,Texas,Collin County
2021-11-23 13:07:58,2021-11-23 13:08:08,IP Address,107.77.215.187,100,9,True,2021-11-23 13:08:08,R_RFvc9j31DIqRV7z,,,,,25.76409912109375,-80.27020263671875,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,1q6tBuaQxq57W9R9zFPKeA**,,,Florida,Miami-Dade County
2021-11-23 13:08:00,2021-11-23 13:08:10,IP Address,166.205.111.60,100,9,True,2021-11-23 13:08:10,R_r0dC6NnxBKBjVIJ,,,,,33.8778076171875,-118.2136993408203125,anonymous,EN,,18-25,Hispanic or Latino,Female,Yes,,,,,,,,,1q6tBuaQxq4CXf_jJqTiIg**,,,California,Los Angeles County
2021-11-23 13:08:01,2021-11-23 13:08:15,IP Address,73.172.11.111,100,14,True,2021-11-23 13:08:15,R_3q9FILMW0GzlqEp,,,,,39.3406982421875,-76.67530059814453125,anonymous,EN,,18-25,African,Female,Yes,,,,,,,,,1q6tBuaQxq5mgEYP3NspXA**,,,Maryland,Baltimore County
2021-11-23 13:08:04,2021-11-23 13:08:16,IP Address,172.58.76.126,100,11,True,2021-11-23 13:08:16,R_1Eg18pyHsydOpxz,,,,,36.038299560546875,-115.14459991455078125,anonymous,EN,,40-60,Caucasian,Male,Yes,,,,,,,,,1q6tBuaQxq6KW1TVDfcWKg**,,,Nevada,Clark County
2021-11-23 13:08:13,2021-11-23 13:08:27,IP Address,73.87.42.33,100,13,True,2021-11-23 13:08:27,R_2Uiwio3yNBj5UxB,,,,,39.082794189453125,-77.16739654541015625,anonymous,EN,,25-40,Mixed Race,Male,Yes,,,,,,,,,1q6tBuaQxq4eFyR2eHl0gQ**,,,Maryland,Montgomery County
2021-11-23 13:08:23,2021-11-23 13:08:30,IP Address,76.116.98.180,100,7,True,2021-11-23 13:08:31,R_2V92K432MCOKuDz,,,,,39.3773040771484375,-74.61229705810546875,anonymous,EN,,18-25,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq49uBy4B4NB3Q**,,,New Jersey,Atlantic County
2021-11-23 13:08:22,2021-11-23 13:08:32,IP Address,70.114.133.211,100,9,True,2021-11-23 13:08:32,R_2TpLQIVJCUUCcuo,,,,,30.5153961181640625,-97.6688995361328125,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq50sNCj3jUKLw**,,,Texas,Williamson County
2021-11-23 13:08:02,2021-11-23 13:08:32,IP Address,107.77.223.41,100,30,True,2021-11-23 13:08:32,R_4HlcOSR6WAZrCZr,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,,25-40,Caucasian,Male,No,Unsure,Other,Maybe,No,Unsure,Yes,Unsure,Unsure,1q6tBuaQxq4FDFVRQlKNwQ**,,,New York,Bronx
2021-11-23 13:08:19,2021-11-23 13:08:35,IP Address,173.216.97.188,100,16,True,2021-11-23 13:08:35,R_1O1ywSKYgCk0ze1,,,,,35.783203125,-91.63690185546875,anonymous,EN,,18-25,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq4085u0BFns5g**,,,Arkansas,Independence County
2021-11-23 13:08:28,2021-11-23 13:08:35,IP Address,24.162.168.62,100,7,True,2021-11-23 13:08:36,R_2Si97NeujF0t5Py,,,,,26.1616973876953125,-97.99559783935546875,anonymous,EN,,25-40,Native American,Male,Yes,,,,,,,,,1q6tBuaQxq6i1_8gSNB1rg**,,,Texas,Hidalgo County
2021-11-23 13:08:15,2021-11-23 13:08:37,IP Address,172.58.219.39,100,21,True,2021-11-23 13:08:37,R_8vJn5PAPcYig4jD,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,,60+,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq6noVfO0fBqBQ**,,,Massachusetts,Suffolk County
2021-11-23 13:07:47,2021-11-23 13:08:38,IP Address,172.58.235.237,100,51,True,2021-11-23 13:08:39,R_24bHxhtU0HJhMXQ,,,,,40.75970458984375,-74.18360137939453125,anonymous,EN,,25-40,Caucasian,Female,No,Very Likely,"I don’t think the current vaccines are safe.,I don't trust in the way the current vaccines were developed.",Maybe,Yes,Somewhat Likely,Yes,Very Likely,Very Likely,1q6tBuaQxq5quaCwup0U3Q**,,,New Jersey,Essex County
2021-11-23 13:08:30,2021-11-23 13:08:39,IP Address,76.82.160.64,100,9,True,2021-11-23 13:08:40,R_1DUpmGtK9M9HkKW,,,,,34.037994384765625,-118.45439910888671875,anonymous,EN,,18-25,Mixed Race,Female,Yes,,,,,,,,,1q6tBuaQxq4jgdD6Ls6cBw**,,,California,Los Angeles County
2021-11-23 13:08:10,2021-11-23 13:08:40,IP Address,107.115.207.53,100,30,True,2021-11-23 13:08:40,R_OvaJ8PBze4OlQrv,,,,,41.8502044677734375,-87.6735992431640625,anonymous,EN,,60+,Don't wish to say.,Female,Yes,,,,,,,,,1q6tBuaQxq6yNj08pzg1Sw**,,,Illinois,Cook County
2021-11-23 13:08:31,2021-11-23 13:08:40,IP Address,47.44.189.154,100,8,True,2021-11-23 13:08:41,R_12SlAGAgHv9rh54,,,,,42.43060302734375,-122.8321990966796875,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,1q6tBuaQxq7_bctr20eOEA**,,,Oregon,Jackson County
2021-11-23 13:08:34,2021-11-23 13:08:45,IP Address,69.143.225.117,100,10,True,2021-11-23 13:08:45,R_24BgLZdSLGuBEDe,,,,,39.304595947265625,-76.64119720458984375,anonymous,EN,,25-40,African,Male,Yes,,,,,,,,,1q6tBuaQxq4QgP-cU7iQNA**,,,Maryland,City of Baltimore
2021-11-23 13:08:39,2021-11-23 13:08:48,IP Address,72.178.252.207,100,9,True,2021-11-23 13:08:48,R_28M9NrV9EcL4V0f,,,,,31.80450439453125,-105.96610260009765625,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,1q6tBuaQxq4vd9hj-B6Rdg**,,,Texas,El Paso County
2021-11-23 13:08:37,2021-11-23 13:08:50,IP Address,66.168.229.99,100,12,True,2021-11-23 13:08:50,R_1gtngPYrhWp6YY0,,,,,33.6331024169921875,-86.59870147705078125,anonymous,EN,,18-25,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq5LoA9AKx3oGw**,,,Alabama,Jefferson County
2021-11-23 13:08:20,2021-11-23 13:08:50,IP Address,136.50.168.160,100,30,True,2021-11-23 13:08:51,R_PAvu0htNoFiC2pb,,,,,29.5,-98.67440032958984375,anonymous,EN,,40-60,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq5urh8ncIVkcw**,,,Texas,Bexar County
2021-11-23 13:08:37,2021-11-23 13:08:51,IP Address,174.246.133.149,100,13,True,2021-11-23 13:08:51,R_3OdoIFUJXQbJunk,,,,,33.00360107421875,-96.88339996337890625,anonymous,EN,,40-60,Mixed Race,Female,Yes,,,,,,,,,1q6tBuaQxq6S_KoJoKs8pA**,,,Texas,Dallas County
2021-11-23 13:08:45,2021-11-23 13:08:52,IP Address,173.66.15.186,100,6,True,2021-11-23 13:08:52,R_2Cmnvx6rITGXitd,,,,,38.84759521484375,-77.32810211181640625,anonymous,EN,,18-25,Asian,Female,Yes,,,,,,,,,1q6tBuaQxq6fMdw1k2YD_g**,,,Virginia,City of Fairfax
2021-11-23 13:08:33,2021-11-23 13:08:52,IP Address,70.137.100.185,100,18,True,2021-11-23 13:08:52,R_2qfUrO0RhaDLGsK,,,,,39.261199951171875,-94.69940185546875,anonymous,EN,,40-60,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq7kzsLUG49D5g**,,,Missouri,Platte County
2021-11-23 13:08:44,2021-11-23 13:08:54,IP Address,76.201.72.238,100,9,True,2021-11-23 13:08:54,R_25G7RlLwv24i4Cu,,,,,38.02960205078125,-121.34600067138671875,anonymous,EN,,40-60,Caucasian,Male,Yes,,,,,,,,,1q6tBuaQxq4n36nI01Q1sQ**,,,California,San Joaquin County
2021-11-23 13:08:11,2021-11-23 13:08:58,IP Address,173.171.226.221,100,46,True,2021-11-23 13:08:58,R_25ZyFnV5P6FkqFD,,,,,27.9031982421875,-82.29109954833984375,anonymous,EN,,18-25,African,Female,Yes,,,,,,,,,1q6tBuaQxq4Co-ZDgD5o8A**,,,Florida,Hillsborough County
2021-11-23 13:08:01,2021-11-23 13:08:58,IP Address,47.204.111.167,100,56,True,2021-11-23 13:08:59,R_2rJvAFS4jK2BgCd,,,,,28.030303955078125,-82.7816009521484375,anonymous,EN,,25-40,Native American,Male,Yes,,,,,,,,,1q6tBuaQxq52-27Rs0qvpw**,,,Florida,Pinellas County
2021-11-23 13:08:32,2021-11-23 13:09:01,IP Address,192.63.183.232,100,28,True,2021-11-23 13:09:01,R_1pSUOOQtoGohnul,,,,,32.6963043212890625,-97.1345977783203125,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,1q6tBuaQxq7kWO29QSjhaA**,,,Texas,Tarrant County
2021-11-23 13:08:56,2021-11-23 13:09:03,IP Address,96.94.231.233,100,7,True,2021-11-23 13:09:03,R_phHEyWLrCowDZvP,,,,,41.1510009765625,-85.125,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq6JmObOTfM7BQ**,,,Indiana,Allen County
2021-11-23 13:08:52,2021-11-23 13:09:05,IP Address,75.87.61.173,100,12,True,2021-11-23 13:09:05,R_vcZcZmCdfNJoRqx,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq5Qxxs_qXUBUQ**,,,Texas,Travis County
2021-11-23 13:08:59,2021-11-23 13:09:06,IP Address,173.19.174.222,100,6,True,2021-11-23 13:09:06,R_yTSJXZvEac66Lex,,,,,30.6616973876953125,-87.04799652099609375,anonymous,EN,,18-25,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq7pgVmxr7IqoA**,,,Florida,Santa Rosa County
2021-11-23 13:08:21,2021-11-23 13:09:07,IP Address,69.136.46.232,100,45,True,2021-11-23 13:09:07,R_UXdoQWbXNLbu4fv,,,,,32.2960052490234375,-81.2353973388671875,anonymous,EN,,40-60,Asian,Female,No,Somewhat Likely,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Somewhat Likely,Yes,Somewhat Likely,Somewhat Likely,1q6tBuaQxq78qPbMVsmCBw**,,,Georgia,Effingham County
2021-11-23 13:07:48,2021-11-23 13:09:08,IP Address,130.45.36.184,100,79,True,2021-11-23 13:09:08,R_2Sc6KybvPi9w1eu,,,,,29.44110107421875,-98.49359893798828125,anonymous,EN,,25-40,Hispanic or Latino,Female,No,Very Likely,I don't trust in the way the current vaccines were developed.,Maybe,Yes,Somewhat Likely,No,Somewhat Likely,Somewhat Likely,1q6tBuaQxq4u92_Q_cX0ow**,,,Texas,Bexar County
2021-11-23 13:08:56,2021-11-23 13:09:09,IP Address,108.183.80.156,100,12,True,2021-11-23 13:09:09,R_6FjKACE9O898cox,,,,,42.915496826171875,-78.8822021484375,anonymous,EN,,40-60,Caucasian,,Yes,,,,,,,,,1q6tBuaQxq430wV4tidZlQ**,,,New York,Erie County
2021-11-23 13:08:59,2021-11-23 13:09:09,IP Address,174.74.54.120,100,9,True,2021-11-23 13:09:09,R_s8czhm70hL8E5Ed,,,,,41.21319580078125,-96.16680145263671875,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,1q6tBuaQxq4okCVYhY42BA**,,,Nebraska,Sarpy County
2021-11-23 13:08:44,2021-11-23 13:09:10,IP Address,172.58.197.103,100,26,True,2021-11-23 13:09:11,R_28M3VmP4I5CRdvT,,,,,42.39599609375,-83.23509979248046875,anonymous,EN,,40-60,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq4B5e81kg-lbA**,,,Michigan,Wayne County
2021-11-23 13:09:04,2021-11-23 13:09:13,IP Address,174.68.167.138,100,8,True,2021-11-23 13:09:13,R_1gGVUcXV71shLaq,,,,,35.9936981201171875,-115.2866973876953125,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,1q6tBuaQxq46cXlqvSMiLQ**,,,Nevada,Clark County
2021-11-23 13:08:41,2021-11-23 13:09:15,IP Address,75.64.158.101,100,33,True,2021-11-23 13:09:15,R_124LjGpc7xE1jjo,,,,,35.1566925048828125,-89.927398681640625,anonymous,EN,,18-25,African,Female,No,Very Unlikely,I am unwilling to get a COVID vaccine.,No,No,Unsure,No,Very Unlikely,Very Unlikely,1q6tBuaQxq4ydsiQ15S_kg**,,,Tennessee,Shelby County
2021-11-23 13:08:03,2021-11-23 13:09:17,IP Address,136.228.104.47,100,73,True,2021-11-23 13:09:17,R_2qdPt1GAdKuFVNj,,,,,35.372100830078125,-97.20020294189453125,anonymous,EN,,25-40,Caucasian,Female,No,Somewhat Unlikely,Other,Maybe,Yes,Unsure,Yes,Unsure,Unsure,1q6tBuaQxq5NJTcVlHSlPw**,,,Oklahoma,Oklahoma County
2021-11-23 13:09:05,2021-11-23 13:09:19,IP Address,68.110.193.39,100,13,True,2021-11-23 13:09:19,R_08tYwipM2V2wAut,,,,,41.873992919921875,-71.3843994140625,anonymous,EN,,25-40,Caucasian,Male,Yes,,,,,,,,,1q6tBuaQxq4qPKumfyZ3vA**,,,Rhode Island,Providence County
2021-11-23 13:08:13,2021-11-23 13:09:19,IP Address,173.89.109.29,100,66,True,2021-11-23 13:09:20,R_20tk2OSRXGMvby1,,,,,41.5146026611328125,-82.9391021728515625,anonymous,EN,,40-60,African,Male,No,Very Unlikely,I am unwilling to get a COVID vaccine.,Maybe,Yes,Unsure,Yes,Somewhat Likely,Somewhat Likely,1q6tBuaQxq6YuubZkp3Qwg**,,,Ohio,Ottawa County
2021-11-23 13:08:14,2021-11-23 13:09:20,IP Address,65.188.210.206,100,65,True,2021-11-23 13:09:20,R_2bZbgv8uRjTWkc3,,,,,35.6383056640625,-79.8556976318359375,anonymous,EN,,40-60,Caucasian,Male,No,Very Unlikely,I am unwilling to get a COVID vaccine.,No,Yes,Unsure,Yes,Unsure,Unsure,1q6tBuaQxq4nkweBQ1uNCQ**,,,North Carolina,Randolph County
2021-11-23 13:09:08,2021-11-23 13:09:20,IP Address,23.126.68.26,100,11,True,2021-11-23 13:09:20,R_3GkUr9Iw6ea6jYi,,,,,41.6067962646484375,-81.49849700927734375,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq7W3cXXc98ayg**,,,Ohio,Cuyahoga County
2021-11-23 13:09:08,2021-11-23 13:09:21,IP Address,75.109.202.25,100,12,True,2021-11-23 13:09:21,R_Uz5xbhPJIytxlBv,,,,,31.7256927490234375,-94.6212005615234375,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq4ao1EuPoI7Rg**,,,Texas,Nacogdoches County
2021-11-23 13:09:13,2021-11-23 13:09:21,IP Address,75.140.165.237,100,8,True,2021-11-23 13:09:22,R_UF8qWaylPwD773z,,,,,35.053497314453125,-82.058197021484375,anonymous,EN,,25-40,African,Male,Yes,,,,,,,,,1q6tBuaQxq4LLwFayQq0ow**,,,South Carolina,Spartanburg County
2021-11-23 13:09:16,2021-11-23 13:09:23,IP Address,98.172.185.151,100,7,True,2021-11-23 13:09:24,R_2BeNmP8LTGeD2KF,,,,,29.935302734375,-90.07399749755859375,anonymous,EN,,25-40,Hispanic or Latino,Male,Yes,,,,,,,,,1q6tBuaQxq77LmqQ7XmZ-A**,,,Louisiana,Orleans Parish
2021-11-23 13:09:16,2021-11-23 13:09:24,IP Address,73.247.216.60,100,8,True,2021-11-23 13:09:25,R_qOCdq0hPyrzbkUp,,,,,41.61419677734375,-87.5514984130859375,anonymous,EN,,18-25,African,Male,Yes,,,,,,,,,1q6tBuaQxq778QYSq6bgog**,,,Illinois,Cook County
2021-11-23 13:08:58,2021-11-23 13:09:25,IP Address,69.55.22.6,100,27,True,2021-11-23 13:09:26,R_2eVD2QWa7jxTew3,,,,,36.0724029541015625,-102.52359771728515625,anonymous,EN,,40-60,Caucasian,Female,No,Very Unlikely,I don’t think the current vaccines are safe.,No,No,Very Unlikely,No,Very Unlikely,Very Unlikely,1q6tBuaQxq5SC2q8GpLBgQ**,,,Texas,Dallam County
2021-11-23 13:09:19,2021-11-23 13:09:26,IP Address,73.139.123.226,100,7,True,2021-11-23 13:09:26,R_57lYAzoDz7HrPa1,,,,,26.3441009521484375,-80.0839996337890625,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq4uvPXD0I1raw**,,,Florida,Palm Beach County
2021-11-23 13:09:17,2021-11-23 13:09:27,IP Address,172.56.12.30,100,10,True,2021-11-23 13:09:27,R_plu0VuFd3zYkuB3,,,,,41.87640380859375,-87.6132965087890625,anonymous,EN,,25-40,Caucasian,Female,Yes,,,,,,,,,1q6tBuaQxq7KV9HNUA8E6A**,,,Illinois,Cook County
2021-11-23 13:08:11,2021-11-23 13:09:32,IP Address,24.127.172.245,100,81,True,2021-11-23 13:09:33,R_1Kj7z5kfNQ9bbMB,,,,,42.33099365234375,-83.37850189208984375,anonymous,EN,,25-40,Caucasian,Female,No,Very Unlikely,I am unwilling to get a COVID vaccine.,No,No,Somewhat Unlikely,No,Very Unlikely,Unsure,1q6tBuaQxq5MYLP-cCRXdg**,,,Michigan,Wayne County
2021-11-23 13:09:04,2021-11-23 13:09:33,IP Address,76.105.39.140,100,28,True,2021-11-23 13:09:33,R_1jPrhtkn09qqDpY,,,,,38.5569000244140625,-121.362701416015625,anonymous,EN,,25-40,Hispanic or Latino,Male,Yes,,,,,,,,,1q6tBuaQxq6c7W-6TQlwSQ**,,,California,Sacramento County
